ID;Documento;Grupos de Documentos;Conteúdo de Citação;Códigos;Bloco temático;Tema principal
58:02:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;"Dentre as obrigações acordadas pela Vale S.A. e pelos Compromitentes no Acordo Judicial de 2021 estão os Programas de Reparação Socioambiental. O processo de reparação socioambiental é orientado pelo Anexo II e define ações como a dragagem e o manejo dos rejeitos, que estão nas calhas dos cursos d’água; os Estudos de Avaliação de Risco à Saúde Humana e Risco Ecológico e monitoramento da qualidade das águas, sedimentos e do ar.";1 - Meio Físico: 1.1 - Água e Sedimentos;1 - Meio Físico; 1.1 - Água e Sedimentos
58:02:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;"Dentre as obrigações acordadas pela Vale S.A. e pelos Compromitentes no Acordo Judicial de 2021 estão os Programas de Reparação Socioambiental. O processo de reparação socioambiental é orientado pelo Anexo II e define ações como a dragagem e o manejo dos rejeitos, que estão nas calhas dos cursos d’água; os Estudos de Avaliação de Risco à Saúde Humana e Risco Ecológico e monitoramento da qualidade das águas, sedimentos e do ar.";5 - PRSA: 5.6 - ERSHRE;5 - PRSA; 5.6 - ERSHRE
58:02:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;"Dentre as obrigações acordadas pela Vale S.A. e pelos Compromitentes no Acordo Judicial de 2021 estão os Programas de Reparação Socioambiental. O processo de reparação socioambiental é orientado pelo Anexo II e define ações como a dragagem e o manejo dos rejeitos, que estão nas calhas dos cursos d’água; os Estudos de Avaliação de Risco à Saúde Humana e Risco Ecológico e monitoramento da qualidade das águas, sedimentos e do ar.";1 - Meio Físico: 1.4 - Qualidade do Ar;1 - Meio Físico; 1.4 - Qualidade do Ar
58:03:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Em relação à dragagem do rio Paraopeba a Vale S.A. ainda não apresentou um planejamento detalhado da atividade. É importante ressaltar que são recorrentes os apontamentos feitos pela Aecom, empresa responsável pela auditoria dos projetos de reparação socioambiental, quanto à ineficácia da operação, sobre problemas técnicos e de planejamento – como o rompimento da tubulação de recalque, que paralisou a dragagem por 12 dias e afetou uma área em Alberto Flores, Brumadinho.?Em outubro de 2024, moradores da Região 2 da Bacia do Paraopeba relataram a ocorrência de centenas de peixes mortos às margens do Rio Paraopeba, na divisa entre Betim, Juatuba e São Joaquim de Bicas. Os peixes foram coletados e analisados pela Vale S.A., que afirmou, na “carta diretoria de reparação nº C.EXT.0002/2025”, em resposta a solicitação de esclarecimentos por parte da Comissão de Atingidos e Atingidas da Região 2, que o estágio avançado de decomposição impossibilitou determinar a causa das mortes e realizar análises de bioacumulação para identificar metais.;1 - Meio Físico: 1.1 - Água e Sedimentos;1 - Meio Físico; 1.1 - Água e Sedimentos
58:04:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Em outubro de 2024, moradores da Região 2 da Bacia do Paraopeba relataram a ocorrência de centenas de peixes mortos às margens do Rio Paraopeba, na divisa entre Betim, Juatuba e São Joaquim de Bicas. Os peixes foram coletados e analisados pela Vale S.A., que afirmou, na “carta diretoria de reparação nº C.EXT.0002/2025”, em resposta a solicitação de esclarecimentos por parte da Comissão de Atingidos e Atingidas da Região 2, que o estágio avançado de decomposição impossibilitou determinar a causa das mortes e realizar análises de bioacumulação para identificar metais.;2 - Meio Biótico: 2.1 - Biota Aquática;2 - Meio Biótico; 2.1 - Biota Aquática
58:05:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;O Estudo de Avaliação de Risco à Saúde Humana e Risco Ecológico (ERSHRE) segue a mesma tendência. A finalização da primeira fase está prevista para 2025, período em que deveria ser concluído o estudo como um todo. O Grupo EPA, empresa responsável pela execução da fase 1 dos Estudos de Avaliação de Risco na área atingida pelo rompimento da barragem, tem sido alvo de diversas críticas por parte das pessoas atingidas, dos órgãos do estado e da própria auditoria, no que diz respeito à sua execução. Além disso, ainda não há informações concretas sobre como a população atingida poderá participar na escolha da instituição que assumirá a realização dos estudos na segunda fase, que deverá coletar amostras de solo, sedimentos, água, poeira, plantas e alimentos para investigação detalhada do meio ambiente.;5 - PRSA: 5.6 - ERSHRE;5 - PRSA; 5.6 - ERSHRE
58:05:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;O Estudo de Avaliação de Risco à Saúde Humana e Risco Ecológico (ERSHRE) segue a mesma tendência. A finalização da primeira fase está prevista para 2025, período em que deveria ser concluído o estudo como um todo. O Grupo EPA, empresa responsável pela execução da fase 1 dos Estudos de Avaliação de Risco na área atingida pelo rompimento da barragem, tem sido alvo de diversas críticas por parte das pessoas atingidas, dos órgãos do estado e da própria auditoria, no que diz respeito à sua execução. Além disso, ainda não há informações concretas sobre como a população atingida poderá participar na escolha da instituição que assumirá a realização dos estudos na segunda fase, que deverá coletar amostras de solo, sedimentos, água, poeira, plantas e alimentos para investigação detalhada do meio ambiente.;2 - Meio Biótico: 2.2 - Biota Terrestre;2 - Meio Biótico; 2.2 - Biota Terrestre
58:05:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;O Estudo de Avaliação de Risco à Saúde Humana e Risco Ecológico (ERSHRE) segue a mesma tendência. A finalização da primeira fase está prevista para 2025, período em que deveria ser concluído o estudo como um todo. O Grupo EPA, empresa responsável pela execução da fase 1 dos Estudos de Avaliação de Risco na área atingida pelo rompimento da barragem, tem sido alvo de diversas críticas por parte das pessoas atingidas, dos órgãos do estado e da própria auditoria, no que diz respeito à sua execução. Além disso, ainda não há informações concretas sobre como a população atingida poderá participar na escolha da instituição que assumirá a realização dos estudos na segunda fase, que deverá coletar amostras de solo, sedimentos, água, poeira, plantas e alimentos para investigação detalhada do meio ambiente.;2 - Meio Biótico: 2.1 - Biota Aquática;2 - Meio Biótico; 2.1 - Biota Aquática
58:05:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;O Estudo de Avaliação de Risco à Saúde Humana e Risco Ecológico (ERSHRE) segue a mesma tendência. A finalização da primeira fase está prevista para 2025, período em que deveria ser concluído o estudo como um todo. O Grupo EPA, empresa responsável pela execução da fase 1 dos Estudos de Avaliação de Risco na área atingida pelo rompimento da barragem, tem sido alvo de diversas críticas por parte das pessoas atingidas, dos órgãos do estado e da própria auditoria, no que diz respeito à sua execução. Além disso, ainda não há informações concretas sobre como a população atingida poderá participar na escolha da instituição que assumirá a realização dos estudos na segunda fase, que deverá coletar amostras de solo, sedimentos, água, poeira, plantas e alimentos para investigação detalhada do meio ambiente.;1 - Meio Físico: 1.1 - Água e Sedimentos;1 - Meio Físico; 1.1 - Água e Sedimentos
58:05:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;O Estudo de Avaliação de Risco à Saúde Humana e Risco Ecológico (ERSHRE) segue a mesma tendência. A finalização da primeira fase está prevista para 2025, período em que deveria ser concluído o estudo como um todo. O Grupo EPA, empresa responsável pela execução da fase 1 dos Estudos de Avaliação de Risco na área atingida pelo rompimento da barragem, tem sido alvo de diversas críticas por parte das pessoas atingidas, dos órgãos do estado e da própria auditoria, no que diz respeito à sua execução. Além disso, ainda não há informações concretas sobre como a população atingida poderá participar na escolha da instituição que assumirá a realização dos estudos na segunda fase, que deverá coletar amostras de solo, sedimentos, água, poeira, plantas e alimentos para investigação detalhada do meio ambiente.;1 - Meio Físico: 1.2 - Solos e Geomorfologia;1 - Meio Físico; 1.2 - Solos e Geomorfologia
58:05:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;O Estudo de Avaliação de Risco à Saúde Humana e Risco Ecológico (ERSHRE) segue a mesma tendência. A finalização da primeira fase está prevista para 2025, período em que deveria ser concluído o estudo como um todo. O Grupo EPA, empresa responsável pela execução da fase 1 dos Estudos de Avaliação de Risco na área atingida pelo rompimento da barragem, tem sido alvo de diversas críticas por parte das pessoas atingidas, dos órgãos do estado e da própria auditoria, no que diz respeito à sua execução. Além disso, ainda não há informações concretas sobre como a população atingida poderá participar na escolha da instituição que assumirá a realização dos estudos na segunda fase, que deverá coletar amostras de solo, sedimentos, água, poeira, plantas e alimentos para investigação detalhada do meio ambiente.;1 - Meio Físico: 1.4 - Qualidade do Ar;1 - Meio Físico; 1.4 - Qualidade do Ar
58:06:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Ademais, Povos e Comunidades Tradicionais (PCTs) têm seus direitos à participação e à consulta prévia, livre, informada e de boa-fé violados na condução da reparação socioambiental. Algumas comunidades entre os PCTs não foram incluídas nas fases dos Estudos, enquanto outras estão sendo excluídas, mesmo estando na lista de referência, sem que haja respostas precisas por parte do Grupo EPA e da Aecom sobre o que de fato está ocorrendo, ainda que seja uma demanda frequente das comunidades atingidas.;6 - Povos e Comunidades Tradicionais - PCTs;6 - Povos e Comunidades Tradicionais - PCTs;6 - Povos e Comunidades Tradicionais - PCTs
58:07:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Os resultados do monitoramento da qualidade do ar nas estações localizadas no Parque da Cachoeira, próximo ao depósito de rejeitos (DTR-10), em propriedades da Vale S.A., e no Córrego do Feijão, apresentaram queda na qualidade do ar, onde foi classificada como muito ruim de acordo com a Aecom na reunião de outubro de 2024. Segundo a Vale S.A., tal fato ocorreu por causa das queimadas nas proximidades. Porém, acende um alerta em relação à contaminação do ar, uma vez que as análises realizadas abrangem apenas a quantidade de partículas totais e inaláveis presentes no ar, sem incluir a quantificação de metais, como ferro, cobre, níquel, manganês, arsênio, antimônio e outros.;1 - Meio Físico: 1.4 - Qualidade do Ar;1 - Meio Físico; 1.4 - Qualidade do Ar
58:08:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Outro elemento de constante preocupação para as comunidades atingidas é o acesso à água. Os rejeitos liberados com o rompimento comprometeram a qualidade e a disponibilidade da água nas regiões atingidas, tornando-a imprópria para consumo humano, irrigação e uso animal, além de intensificar os riscos sanitários associados ao desiquilíbrio ambiental. A interrupção no abastecimento de água potável, combinada com a dificuldade de acesso a fontes seguras, impactou diretamente a segurança hídrica e alimentar, resultando em danos significativos à saúde, à renda e às atividades de lazer e os modos de vida das comunidades atingidas. Ademais, o atraso na dragagem dos rejeitos amplia os danos causados pelas enchentes nas áreas atingidas, tornando o período de chuvas uma época ainda mais preocupante e estressante para as famílias atingidas que vivem próximas ao curso do rio, o que pode agravar, ainda, danos à saúde mental.;1 - Meio Físico: 1.1 - Água e Sedimentos;1 - Meio Físico; 1.1 - Água e Sedimentos
58:08:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Outro elemento de constante preocupação para as comunidades atingidas é o acesso à água. Os rejeitos liberados com o rompimento comprometeram a qualidade e a disponibilidade da água nas regiões atingidas, tornando-a imprópria para consumo humano, irrigação e uso animal, além de intensificar os riscos sanitários associados ao desiquilíbrio ambiental. A interrupção no abastecimento de água potável, combinada com a dificuldade de acesso a fontes seguras, impactou diretamente a segurança hídrica e alimentar, resultando em danos significativos à saúde, à renda e às atividades de lazer e os modos de vida das comunidades atingidas. Ademais, o atraso na dragagem dos rejeitos amplia os danos causados pelas enchentes nas áreas atingidas, tornando o período de chuvas uma época ainda mais preocupante e estressante para as famílias atingidas que vivem próximas ao curso do rio, o que pode agravar, ainda, danos à saúde mental.;4 - Ações Emergenciais: 4.2 - Abastecimento Água;4 - Ações Emergenciais; 4.2 - Abastecimento Água
58:08:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Outro elemento de constante preocupação para as comunidades atingidas é o acesso à água. Os rejeitos liberados com o rompimento comprometeram a qualidade e a disponibilidade da água nas regiões atingidas, tornando-a imprópria para consumo humano, irrigação e uso animal, além de intensificar os riscos sanitários associados ao desiquilíbrio ambiental. A interrupção no abastecimento de água potável, combinada com a dificuldade de acesso a fontes seguras, impactou diretamente a segurança hídrica e alimentar, resultando em danos significativos à saúde, à renda e às atividades de lazer e os modos de vida das comunidades atingidas. Ademais, o atraso na dragagem dos rejeitos amplia os danos causados pelas enchentes nas áreas atingidas, tornando o período de chuvas uma época ainda mais preocupante e estressante para as famílias atingidas que vivem próximas ao curso do rio, o que pode agravar, ainda, danos à saúde mental.;4 - Ações Emergenciais: 4.3 - Alimentação Animal;4 - Ações Emergenciais; 4.3 - Alimentação Animal
58:09:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Somam-se a essa preocupação os diversos relatos de agravos e surgimento de doenças respiratórias e de pele, que são denunciadas sistematicamente pelas pessoas atingidas às equipes técnicas da Aedas. Essas e outras preocupações em relação à saúde continuam sem respostas ou perspectiva de serem respondidas para as pessoas atingidas e sociedade em geral. A falta de programas educativos e de conscientização sobre os riscos da contaminação agrava ainda mais a situação, deixando a população desamparada.;3 - Meio Socioeconômico: 3.6 - Educação Ambiental;3 - Meio Socioeconômico; 3.6 - Educação Ambiental
58:09:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Somam-se a essa preocupação os diversos relatos de agravos e surgimento de doenças respiratórias e de pele, que são denunciadas sistematicamente pelas pessoas atingidas às equipes técnicas da Aedas. Essas e outras preocupações em relação à saúde continuam sem respostas ou perspectiva de serem respondidas para as pessoas atingidas e sociedade em geral. A falta de programas educativos e de conscientização sobre os riscos da contaminação agrava ainda mais a situação, deixando a população desamparada.;3 - Meio Socioeconômico: 3.3 - Impactos e Projetos de Saúde;3 - Meio Socioeconômico; 3.3 - Impactos e Projetos de Saúde
58:10:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Apesar das narrativas divulgadas pela Vale S.A. em seus estudos e monitoramentos, que frequentemente minimizam os riscos associados ao rompimento da barragem em Brumadinho, a realidade da população atingida ao longo do Rio Paraopeba aponta para um cenário delicado de exposição contínua a metais pesados. Esses contaminantes, presentes no ar, na água, no solo, nos peixes e nos alimentos, representam uma ameaça à saúde humana, que podem gerar danos à saúde tanto a curto quanto a longo prazo. Estudos independentes, das assessorias técnicas, do Ministério da Saúde, da perícia judicial (UFMG) e de órgãos municipais e estaduais, assim como relatos da população atingida têm evidenciado sintomas e condições de saúde que podem estar diretamente relacionados à exposição a substâncias tóxicas, reforçando a necessidade de monitoramento mais rigoroso e de ações efetivas que priorizem a saúde coletiva e a reparação integral dos danos causados.;5 - PRSA: 5.6 - ERSHRE;5 - PRSA; 5.6 - ERSHRE
58:10:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Apesar das narrativas divulgadas pela Vale S.A. em seus estudos e monitoramentos, que frequentemente minimizam os riscos associados ao rompimento da barragem em Brumadinho, a realidade da população atingida ao longo do Rio Paraopeba aponta para um cenário delicado de exposição contínua a metais pesados. Esses contaminantes, presentes no ar, na água, no solo, nos peixes e nos alimentos, representam uma ameaça à saúde humana, que podem gerar danos à saúde tanto a curto quanto a longo prazo. Estudos independentes, das assessorias técnicas, do Ministério da Saúde, da perícia judicial (UFMG) e de órgãos municipais e estaduais, assim como relatos da população atingida têm evidenciado sintomas e condições de saúde que podem estar diretamente relacionados à exposição a substâncias tóxicas, reforçando a necessidade de monitoramento mais rigoroso e de ações efetivas que priorizem a saúde coletiva e a reparação integral dos danos causados.;3 - Meio Socioeconômico: 3.3 - Impactos e Projetos de Saúde;3 - Meio Socioeconômico; 3.3 - Impactos e Projetos de Saúde
58:10:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Apesar das narrativas divulgadas pela Vale S.A. em seus estudos e monitoramentos, que frequentemente minimizam os riscos associados ao rompimento da barragem em Brumadinho, a realidade da população atingida ao longo do Rio Paraopeba aponta para um cenário delicado de exposição contínua a metais pesados. Esses contaminantes, presentes no ar, na água, no solo, nos peixes e nos alimentos, representam uma ameaça à saúde humana, que podem gerar danos à saúde tanto a curto quanto a longo prazo. Estudos independentes, das assessorias técnicas, do Ministério da Saúde, da perícia judicial (UFMG) e de órgãos municipais e estaduais, assim como relatos da população atingida têm evidenciado sintomas e condições de saúde que podem estar diretamente relacionados à exposição a substâncias tóxicas, reforçando a necessidade de monitoramento mais rigoroso e de ações efetivas que priorizem a saúde coletiva e a reparação integral dos danos causados.;1 - Meio Físico: 1.4 - Qualidade do Ar;1 - Meio Físico; 1.4 - Qualidade do Ar
58:10:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Apesar das narrativas divulgadas pela Vale S.A. em seus estudos e monitoramentos, que frequentemente minimizam os riscos associados ao rompimento da barragem em Brumadinho, a realidade da população atingida ao longo do Rio Paraopeba aponta para um cenário delicado de exposição contínua a metais pesados. Esses contaminantes, presentes no ar, na água, no solo, nos peixes e nos alimentos, representam uma ameaça à saúde humana, que podem gerar danos à saúde tanto a curto quanto a longo prazo. Estudos independentes, das assessorias técnicas, do Ministério da Saúde, da perícia judicial (UFMG) e de órgãos municipais e estaduais, assim como relatos da população atingida têm evidenciado sintomas e condições de saúde que podem estar diretamente relacionados à exposição a substâncias tóxicas, reforçando a necessidade de monitoramento mais rigoroso e de ações efetivas que priorizem a saúde coletiva e a reparação integral dos danos causados.;1 - Meio Físico: 1.2 - Solos e Geomorfologia;1 - Meio Físico; 1.2 - Solos e Geomorfologia
58:10:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Apesar das narrativas divulgadas pela Vale S.A. em seus estudos e monitoramentos, que frequentemente minimizam os riscos associados ao rompimento da barragem em Brumadinho, a realidade da população atingida ao longo do Rio Paraopeba aponta para um cenário delicado de exposição contínua a metais pesados. Esses contaminantes, presentes no ar, na água, no solo, nos peixes e nos alimentos, representam uma ameaça à saúde humana, que podem gerar danos à saúde tanto a curto quanto a longo prazo. Estudos independentes, das assessorias técnicas, do Ministério da Saúde, da perícia judicial (UFMG) e de órgãos municipais e estaduais, assim como relatos da população atingida têm evidenciado sintomas e condições de saúde que podem estar diretamente relacionados à exposição a substâncias tóxicas, reforçando a necessidade de monitoramento mais rigoroso e de ações efetivas que priorizem a saúde coletiva e a reparação integral dos danos causados.;1 - Meio Físico: 1.1 - Água e Sedimentos;1 - Meio Físico; 1.1 - Água e Sedimentos
58:11:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Passados 6 anos do rompimento, a insuficiência dos serviços de saúde para diagnosticar e tratar os agravos de saúde da população atingida, somada à demora na implementação de medidas de reparação ambiental e social, perpetua o sofrimento das comunidades atingidas, mantendo um ciclo de adoecimento físico, psicológico e social que reforça a vulnerabilidade dessas populações. Diante dessa complexa realidade, atingidos e atingidas seguem em luta por uma reparação socioambiental justa e integral, que propicie a qualidade de vida e o bem-estar social durante e após o processo reparatório, que segue com um cronograma com ações previstas até o ano de 2030.;5 - PRSA: 5.6 - ERSHRE;5 - PRSA; 5.6 - ERSHRE
58:11:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Passados 6 anos do rompimento, a insuficiência dos serviços de saúde para diagnosticar e tratar os agravos de saúde da população atingida, somada à demora na implementação de medidas de reparação ambiental e social, perpetua o sofrimento das comunidades atingidas, mantendo um ciclo de adoecimento físico, psicológico e social que reforça a vulnerabilidade dessas populações. Diante dessa complexa realidade, atingidos e atingidas seguem em luta por uma reparação socioambiental justa e integral, que propicie a qualidade de vida e o bem-estar social durante e após o processo reparatório, que segue com um cronograma com ações previstas até o ano de 2030.;3 - Meio Socioeconômico: 3.3 - Impactos e Projetos de Saúde;3 - Meio Socioeconômico; 3.3 - Impactos e Projetos de Saúde
58:11:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Passados 6 anos do rompimento, a insuficiência dos serviços de saúde para diagnosticar e tratar os agravos de saúde da população atingida, somada à demora na implementação de medidas de reparação ambiental e social, perpetua o sofrimento das comunidades atingidas, mantendo um ciclo de adoecimento físico, psicológico e social que reforça a vulnerabilidade dessas populações. Diante dessa complexa realidade, atingidos e atingidas seguem em luta por uma reparação socioambiental justa e integral, que propicie a qualidade de vida e o bem-estar social durante e após o processo reparatório, que segue com um cronograma com ações previstas até o ano de 2030.;3 - Meio Socioeconômico: 3.2 - Impactos e Projetos Sociais e Culturais;3 - Meio Socioeconômico; 3.2 - Impactos e Projetos Sociais e Culturais
58:12:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;As obras de reparação e intervenções realizadas pela Vale apresentam um paradoxo: embora visem reparar os danos, frequentemente geram novos problemas, como por exemplo o fluxo intenso de caminhões, que aumenta a poeira, desencadeando problemas respiratórios e danos às moradias. A área de dragagem, pequena em relação à extensão da mancha de rejeitos, ainda apresenta atrasos no cronograma. Além disso, o buffer de 1 km é frequentemente ultrapassado com enchentes durante o período chuvoso, gerando problemas não previstos ou contemplados no acordo judicial.;1 - Meio Físico: 1.1 - Água e Sedimentos;1 - Meio Físico; 1.1 - Água e Sedimentos
58:12:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;As obras de reparação e intervenções realizadas pela Vale apresentam um paradoxo: embora visem reparar os danos, frequentemente geram novos problemas, como por exemplo o fluxo intenso de caminhões, que aumenta a poeira, desencadeando problemas respiratórios e danos às moradias. A área de dragagem, pequena em relação à extensão da mancha de rejeitos, ainda apresenta atrasos no cronograma. Além disso, o buffer de 1 km é frequentemente ultrapassado com enchentes durante o período chuvoso, gerando problemas não previstos ou contemplados no acordo judicial.;1 - Meio Físico: 1.4 - Qualidade do Ar;1 - Meio Físico; 1.4 - Qualidade do Ar
58:12:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;As obras de reparação e intervenções realizadas pela Vale apresentam um paradoxo: embora visem reparar os danos, frequentemente geram novos problemas, como por exemplo o fluxo intenso de caminhões, que aumenta a poeira, desencadeando problemas respiratórios e danos às moradias. A área de dragagem, pequena em relação à extensão da mancha de rejeitos, ainda apresenta atrasos no cronograma. Além disso, o buffer de 1 km é frequentemente ultrapassado com enchentes durante o período chuvoso, gerando problemas não previstos ou contemplados no acordo judicial.;4 - Ações Emergenciais: 4.1 - Obras Emergenciais;4 - Ações Emergenciais; 4.1 - Obras Emergenciais
58:13:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Outro aspecto preocupante é a proximidade de outras barragens com risco de rompimento, algumas das quais possuem Planos de Ação de Emergência de Barragens de Mineração (PAEBM) e gera apreensão na população do território. A necessidade de participar de testes de emergência, somada ao medo constante de novos rompimentos, contribui para a revitimização de comunidades já atingidas pelo desastre crime ocorrido em 25 de janeiro de 2019.;3 - Meio Socioeconômico: 3.3 - Impactos e Projetos de Saúde;3 - Meio Socioeconômico; 3.3 - Impactos e Projetos de Saúde
58:14:00;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Segundo o artigo 5º da Política Nacional de Direitos das Populações Atingidas por Barragens (PNAB), a Vale S.A. tem o dever de reparar integralmente todos os danos decorrentes do desastre-crime e de arcar com todos os custos para a implementação do Plano de Direitos para as pessoas e comunidades atingidas por barragens.;0 - Outros: 0.1 - PNAB;0 - Outros; 0.1 - PNAB
59:01:00;MPMG lança Núcleo que acompanhará exclusivamente os processos reparação;NACAB;"Órgão promete dar mais celeridade ao cumprimento do acordo?Na manhã desta segunda, 24 de março, o Ministério Público de Minas Gerais (MPMG) apresentou à população o Núcleo de Acompanhamento de Reparação por Desastres – Nucard. O núcleo contará com uma equipe multidisciplinar e será responsável pelo acompanhamento exclusivo dos processos de reparação nos casos dos rompimentos das barragens de Mariana e Brumadinho, além de trabalhar também na prevenção de desastres-crime semelhantes. O acompanhamento dos processos relativos aos rompimentos era feito, até então, pelos diversos órgãos do MPMG, de forma descentralizada.??No ato desta manhã, o procurador-geral de Justiça de MG, Paulo de Tarso Morais Filho, nomeou os promotores Leonardo Castro Maia e Shirley Machado de Oliveira como coordenador-geral e coordenadora-adjunta, respectivamente, do Nucard.??“É nosso dever constitucional garantir que os responsáveis por esses desastres arquem com as consequências dos seus atos nas suas atividades e que as populações atingidas possam receber a justa compensação pelos danos sofridos. A criação do Nucard representa o nosso compromisso com o fortalecimento da participação social. O nosso propósito é de intensificar o contato e o diálogo com as pessoas atingidas para o compartilhamento das informações, a escuta das demandas e a construção conjunta de soluções”, destacou o coordenador-geral do núcleo, Castro Maia.??No caso do processo de Brumadinho, o foco inicial das ações do Nucard será o cumprimento do Anexo 1.1, que trata dos Projetos de Demandas das Comunidades Atingidas, do Anexo 2, referente à recuperação socioambiental da Bacia do Paraopeba, e dos Estudos de Avaliação de Risco à Saúde Humana e Risco Ecológico (ERSHRE), fundamentais no dimensionamento dos impactos do rompimento. Tanto os anexos quanto os ERSHRE encontram-se bastante atrasados.??Representantes das pessoas atingidas da Região 3, acompanhados de membros da ATI Paraopeba Nacab, participaram do lançamento e se mostraram esperançosos com a criação de um núcleo específico para tratar da reparação.??“Eu acredito que esse núcleo vai abrir portas para facilitar o meio de comunicação com as pessoas atingidas de toda a bacia e que o processo deve andar mais rápido, já que será possível um grupo para trabalhar somente com a reparação. Será mais fácil cobrar e ter respostas” - Geraldo Junior Reis Xavier, morador do município de Papagaios.??A promotora Shirley Machado, que já acompanhava de perto as ações de reparação e passa a ser coordenadora-adjunta do Núcleo, lembrou que é preciso um recomeço em certos momentos.??“A criação do Nucard é um ‘tornar a começar’ no Ministério Público, que cria uma diretriz institucional clara de empenho no cumprimento dos acordos. É preciso cuidar da reparação para que suas flores cresçam. Com a dedicação das instituições e atitudes proativas e responsáveis das empresas, além da fiscalização assertiva dos órgãos públicos e participação efetiva das pessoas atingidas” - Shirley Machado, Promotora do Ministério Público de Minas Gerais.??""Vejo com expectativa no sentido de aprimorar o processo de gestão dos acordos. Com esse novo arranjo, o Ministério Público vai poder ter uma dedicação exclusiva, será importante para organizar melhor o processo da reparação, cuja gestão não é simples, por ser um processo complexo e multidimensional” - Marília Fontes, Coordenadora da ATI Paraopeba Nacab.??Para Marília Fontes, coordenadora-geral da ATI Paraopeba Nacab, agora o Ministério Público poderá trabalhar de forma mais aprimorada.";8 - AJRI: 8.2 - Cronograma e Andamento do AJRI;8 - AJRI; 8.2 - Cronograma e Andamento do AJRI
59:02:00;MPMG lança Núcleo que acompanhará exclusivamente os processos reparação;NACAB;No caso do processo de Brumadinho, o foco inicial das ações do Nucard será o cumprimento do Anexo 1.1, que trata dos Projetos de Demandas das Comunidades Atingidas, do Anexo 2, referente à recuperação socioambiental da Bacia do Paraopeba, e dos Estudos de Avaliação de Risco à Saúde Humana e Risco Ecológico (ERSHRE), fundamentais no dimensionamento dos impactos do rompimento. Tanto os anexos quanto os ERSHRE encontram-se bastante atrasados.;5 - PRSA: 5.6 - ERSHRE;5 - PRSA; 5.6 - ERSHRE
59:02:00;MPMG lança Núcleo que acompanhará exclusivamente os processos reparação;NACAB;No caso do processo de Brumadinho, o foco inicial das ações do Nucard será o cumprimento do Anexo 1.1, que trata dos Projetos de Demandas das Comunidades Atingidas, do Anexo 2, referente à recuperação socioambiental da Bacia do Paraopeba, e dos Estudos de Avaliação de Risco à Saúde Humana e Risco Ecológico (ERSHRE), fundamentais no dimensionamento dos impactos do rompimento. Tanto os anexos quanto os ERSHRE encontram-se bastante atrasados.;5 - PRSA: 5.1 - Recuperação Ambiental;5 - PRSA; 5.1 - Recuperação Ambiental
